Regija,long,lat,order,hole,piece,id,group
ng,14.05503845,45.80506516,439,FALSE,1,1,1.1
ng,14.0499258,45.80506134,440,FALSE,1,1,1.1
ng,14.04990768,45.80150604,441,FALSE,1,1,1.1
ng,14.04479313,45.80149841,442,FALSE,1,1,1.1
ng,14.03968334,45.8014946,443,FALSE,1,1,1.1
ng,14.03954887,45.7766037,444,FALSE,1,1,1.1
ng,14.03952789,45.7730484,445,FALSE,1,1,1.1
ng,14.0344162,45.77304459,446,FALSE,1,1,1.1
ng,14.02930355,45.77303696,447,FALSE,1,1,1.1
ng,14.0292654,45.76592636,448,FALSE,1,1,1.1
ng,14.01904392,45.76591873,449,FALSE,1,1,1.1
ng,14.01396847,45.7730217,450,FALSE,1,1,1.1
ng,14.00374413,45.77301025,451,FALSE,1,1,1.1
ng,13.99351978,45.77300262,452,FALSE,1,1,1.1
ng,13.9934988,45.76944733,453,FALSE,1,1,1.1
ng,13.98327541,45.76943588,454,FALSE,1,1,1.1
ng,13.96801567,45.78364182,455,FALSE,1,1,1.1
ng,13.95267963,45.78362274,456,FALSE,1,1,1.1
ng,13.94760418,45.79072952,457,FALSE,1,1,1.1
ng,13.93226814,45.79071426,458,FALSE,1,1,1.1
ng,13.93228817,45.79426956,459,FALSE,1,1,1.1
ng,13.91695023,45.7942543,460,FALSE,1,1,1.1
ng,13.91698837,45.8013649,461,FALSE,1,1,1.1
